annots,mix,music,sfx,speech
D:\dnr\tr\14310\annots.csv,D:\dnr\tr\14310\mix.wav,D:\dnr\tr\14310\music.wav,D:\dnr\tr\14310\sfx.wav,D:\dnr\tr\14310\speech.wav
D:\dnr\tr\14328\annots.csv,D:\dnr\tr\14328\mix.wav,D:\dnr\tr\14328\music.wav,D:\dnr\tr\14328\sfx.wav,D:\dnr\tr\14328\speech.wav
D:\dnr\tr\1433\annots.csv,D:\dnr\tr\1433\mix.wav,D:\dnr\tr\1433\music.wav,D:\dnr\tr\1433\sfx.wav,D:\dnr\tr\1433\speech.wav
D:\dnr\tr\14331\annots.csv,D:\dnr\tr\14331\mix.wav,D:\dnr\tr\14331\music.wav,D:\dnr\tr\14331\sfx.wav,D:\dnr\tr\14331\speech.wav
D:\dnr\tr\14392\annots.csv,D:\dnr\tr\14392\mix.wav,D:\dnr\tr\14392\music.wav,D:\dnr\tr\14392\sfx.wav,D:\dnr\tr\14392\speech.wav
D:\dnr\tr\14393\annots.csv,D:\dnr\tr\14393\mix.wav,D:\dnr\tr\14393\music.wav,D:\dnr\tr\14393\sfx.wav,D:\dnr\tr\14393\speech.wav
D:\dnr\tr\14417\annots.csv,D:\dnr\tr\14417\mix.wav,D:\dnr\tr\14417\music.wav,D:\dnr\tr\14417\sfx.wav,D:\dnr\tr\14417\speech.wav
D:\dnr\tr\1443\annots.csv,D:\dnr\tr\1443\mix.wav,D:\dnr\tr\1443\music.wav,D:\dnr\tr\1443\sfx.wav,D:\dnr\tr\1443\speech.wav
D:\dnr\tr\14450\annots.csv,D:\dnr\tr\14450\mix.wav,D:\dnr\tr\14450\music.wav,D:\dnr\tr\14450\sfx.wav,D:\dnr\tr\14450\speech.wav
D:\dnr\tr\14474\annots.csv,D:\dnr\tr\14474\mix.wav,D:\dnr\tr\14474\music.wav,D:\dnr\tr\14474\sfx.wav,D:\dnr\tr\14474\speech.wav
D:\dnr\tr\14487\annots.csv,D:\dnr\tr\14487\mix.wav,D:\dnr\tr\14487\music.wav,D:\dnr\tr\14487\sfx.wav,D:\dnr\tr\14487\speech.wav
D:\dnr\tr\14504\annots.csv,D:\dnr\tr\14504\mix.wav,D:\dnr\tr\14504\music.wav,D:\dnr\tr\14504\sfx.wav,D:\dnr\tr\14504\speech.wav
D:\dnr\tr\14510\annots.csv,D:\dnr\tr\14510\mix.wav,D:\dnr\tr\14510\music.wav,D:\dnr\tr\14510\sfx.wav,D:\dnr\tr\14510\speech.wav
D:\dnr\tr\14555\annots.csv,D:\dnr\tr\14555\mix.wav,D:\dnr\tr\14555\music.wav,D:\dnr\tr\14555\sfx.wav,D:\dnr\tr\14555\speech.wav
D:\dnr\tr\14569\annots.csv,D:\dnr\tr\14569\mix.wav,D:\dnr\tr\14569\music.wav,D:\dnr\tr\14569\sfx.wav,D:\dnr\tr\14569\speech.wav
D:\dnr\tr\14710\annots.csv,D:\dnr\tr\14710\mix.wav,D:\dnr\tr\14710\music.wav,D:\dnr\tr\14710\sfx.wav,D:\dnr\tr\14710\speech.wav
D:\dnr\tr\14730\annots.csv,D:\dnr\tr\14730\mix.wav,D:\dnr\tr\14730\music.wav,D:\dnr\tr\14730\sfx.wav,D:\dnr\tr\14730\speech.wav
D:\dnr\tr\14741\annots.csv,D:\dnr\tr\14741\mix.wav,D:\dnr\tr\14741\music.wav,D:\dnr\tr\14741\sfx.wav,D:\dnr\tr\14741\speech.wav
D:\dnr\tr\14777\annots.csv,D:\dnr\tr\14777\mix.wav,D:\dnr\tr\14777\music.wav,D:\dnr\tr\14777\sfx.wav,D:\dnr\tr\14777\speech.wav
D:\dnr\tr\14794\annots.csv,D:\dnr\tr\14794\mix.wav,D:\dnr\tr\14794\music.wav,D:\dnr\tr\14794\sfx.wav,D:\dnr\tr\14794\speech.wav
D:\dnr\tr\14798\annots.csv,D:\dnr\tr\14798\mix.wav,D:\dnr\tr\14798\music.wav,D:\dnr\tr\14798\sfx.wav,D:\dnr\tr\14798\speech.wav
D:\dnr\tr\14818\annots.csv,D:\dnr\tr\14818\mix.wav,D:\dnr\tr\14818\music.wav,D:\dnr\tr\14818\sfx.wav,D:\dnr\tr\14818\speech.wav
D:\dnr\tr\14852\annots.csv,D:\dnr\tr\14852\mix.wav,D:\dnr\tr\14852\music.wav,D:\dnr\tr\14852\sfx.wav,D:\dnr\tr\14852\speech.wav
D:\dnr\tr\14931\annots.csv,D:\dnr\tr\14931\mix.wav,D:\dnr\tr\14931\music.wav,D:\dnr\tr\14931\sfx.wav,D:\dnr\tr\14931\speech.wav
D:\dnr\tr\14938\annots.csv,D:\dnr\tr\14938\mix.wav,D:\dnr\tr\14938\music.wav,D:\dnr\tr\14938\sfx.wav,D:\dnr\tr\14938\speech.wav
D:\dnr\tr\14988\annots.csv,D:\dnr\tr\14988\mix.wav,D:\dnr\tr\14988\music.wav,D:\dnr\tr\14988\sfx.wav,D:\dnr\tr\14988\speech.wav
D:\dnr\tr\1500\annots.csv,D:\dnr\tr\1500\mix.wav,D:\dnr\tr\1500\music.wav,D:\dnr\tr\1500\sfx.wav,D:\dnr\tr\1500\speech.wav
D:\dnr\tr\15027\annots.csv,D:\dnr\tr\15027\mix.wav,D:\dnr\tr\15027\music.wav,D:\dnr\tr\15027\sfx.wav,D:\dnr\tr\15027\speech.wav
D:\dnr\tr\15045\annots.csv,D:\dnr\tr\15045\mix.wav,D:\dnr\tr\15045\music.wav,D:\dnr\tr\15045\sfx.wav,D:\dnr\tr\15045\speech.wav
D:\dnr\tr\15087\annots.csv,D:\dnr\tr\15087\mix.wav,D:\dnr\tr\15087\music.wav,D:\dnr\tr\15087\sfx.wav,D:\dnr\tr\15087\speech.wav
D:\dnr\tr\15102\annots.csv,D:\dnr\tr\15102\mix.wav,D:\dnr\tr\15102\music.wav,D:\dnr\tr\15102\sfx.wav,D:\dnr\tr\15102\speech.wav
D:\dnr\tr\15115\annots.csv,D:\dnr\tr\15115\mix.wav,D:\dnr\tr\15115\music.wav,D:\dnr\tr\15115\sfx.wav,D:\dnr\tr\15115\speech.wav
D:\dnr\tr\15128\annots.csv,D:\dnr\tr\15128\mix.wav,D:\dnr\tr\15128\music.wav,D:\dnr\tr\15128\sfx.wav,D:\dnr\tr\15128\speech.wav
D:\dnr\tr\15130\annots.csv,D:\dnr\tr\15130\mix.wav,D:\dnr\tr\15130\music.wav,D:\dnr\tr\15130\sfx.wav,D:\dnr\tr\15130\speech.wav
D:\dnr\tr\15145\annots.csv,D:\dnr\tr\15145\mix.wav,D:\dnr\tr\15145\music.wav,D:\dnr\tr\15145\sfx.wav,D:\dnr\tr\15145\speech.wav
D:\dnr\tr\15157\annots.csv,D:\dnr\tr\15157\mix.wav,D:\dnr\tr\15157\music.wav,D:\dnr\tr\15157\sfx.wav,D:\dnr\tr\15157\speech.wav
D:\dnr\tr\15160\annots.csv,D:\dnr\tr\15160\mix.wav,D:\dnr\tr\15160\music.wav,D:\dnr\tr\15160\sfx.wav,D:\dnr\tr\15160\speech.wav
D:\dnr\tr\15173\annots.csv,D:\dnr\tr\15173\mix.wav,D:\dnr\tr\15173\music.wav,D:\dnr\tr\15173\sfx.wav,D:\dnr\tr\15173\speech.wav
D:\dnr\tr\1518\annots.csv,D:\dnr\tr\1518\mix.wav,D:\dnr\tr\1518\music.wav,D:\dnr\tr\1518\sfx.wav,D:\dnr\tr\1518\speech.wav
D:\dnr\tr\15184\annots.csv,D:\dnr\tr\15184\mix.wav,D:\dnr\tr\15184\music.wav,D:\dnr\tr\15184\sfx.wav,D:\dnr\tr\15184\speech.wav
D:\dnr\tr\15251\annots.csv,D:\dnr\tr\15251\mix.wav,D:\dnr\tr\15251\music.wav,D:\dnr\tr\15251\sfx.wav,D:\dnr\tr\15251\speech.wav
D:\dnr\tr\15272\annots.csv,D:\dnr\tr\15272\mix.wav,D:\dnr\tr\15272\music.wav,D:\dnr\tr\15272\sfx.wav,D:\dnr\tr\15272\speech.wav
D:\dnr\tr\15285\annots.csv,D:\dnr\tr\15285\mix.wav,D:\dnr\tr\15285\music.wav,D:\dnr\tr\15285\sfx.wav,D:\dnr\tr\15285\speech.wav
D:\dnr\tr\15408\annots.csv,D:\dnr\tr\15408\mix.wav,D:\dnr\tr\15408\music.wav,D:\dnr\tr\15408\sfx.wav,D:\dnr\tr\15408\speech.wav
D:\dnr\tr\15431\annots.csv,D:\dnr\tr\15431\mix.wav,D:\dnr\tr\15431\music.wav,D:\dnr\tr\15431\sfx.wav,D:\dnr\tr\15431\speech.wav
D:\dnr\tr\15441\annots.csv,D:\dnr\tr\15441\mix.wav,D:\dnr\tr\15441\music.wav,D:\dnr\tr\15441\sfx.wav,D:\dnr\tr\15441\speech.wav
D:\dnr\tr\15515\annots.csv,D:\dnr\tr\15515\mix.wav,D:\dnr\tr\15515\music.wav,D:\dnr\tr\15515\sfx.wav,D:\dnr\tr\15515\speech.wav
D:\dnr\tr\15544\annots.csv,D:\dnr\tr\15544\mix.wav,D:\dnr\tr\15544\music.wav,D:\dnr\tr\15544\sfx.wav,D:\dnr\tr\15544\speech.wav
D:\dnr\tr\15546\annots.csv,D:\dnr\tr\15546\mix.wav,D:\dnr\tr\15546\music.wav,D:\dnr\tr\15546\sfx.wav,D:\dnr\tr\15546\speech.wav
D:\dnr\tr\15574\annots.csv,D:\dnr\tr\15574\mix.wav,D:\dnr\tr\15574\music.wav,D:\dnr\tr\15574\sfx.wav,D:\dnr\tr\15574\speech.wav
D:\dnr\tr\15587\annots.csv,D:\dnr\tr\15587\mix.wav,D:\dnr\tr\15587\music.wav,D:\dnr\tr\15587\sfx.wav,D:\dnr\tr\15587\speech.wav
D:\dnr\tr\15591\annots.csv,D:\dnr\tr\15591\mix.wav,D:\dnr\tr\15591\music.wav,D:\dnr\tr\15591\sfx.wav,D:\dnr\tr\15591\speech.wav
D:\dnr\tr\15615\annots.csv,D:\dnr\tr\15615\mix.wav,D:\dnr\tr\15615\music.wav,D:\dnr\tr\15615\sfx.wav,D:\dnr\tr\15615\speech.wav
D:\dnr\tr\15651\annots.csv,D:\dnr\tr\15651\mix.wav,D:\dnr\tr\15651\music.wav,D:\dnr\tr\15651\sfx.wav,D:\dnr\tr\15651\speech.wav
D:\dnr\tr\15712\annots.csv,D:\dnr\tr\15712\mix.wav,D:\dnr\tr\15712\music.wav,D:\dnr\tr\15712\sfx.wav,D:\dnr\tr\15712\speech.wav
D:\dnr\tr\15768\annots.csv,D:\dnr\tr\15768\mix.wav,D:\dnr\tr\15768\music.wav,D:\dnr\tr\15768\sfx.wav,D:\dnr\tr\15768\speech.wav
D:\dnr\tr\15800\annots.csv,D:\dnr\tr\15800\mix.wav,D:\dnr\tr\15800\music.wav,D:\dnr\tr\15800\sfx.wav,D:\dnr\tr\15800\speech.wav
D:\dnr\tr\15835\annots.csv,D:\dnr\tr\15835\mix.wav,D:\dnr\tr\15835\music.wav,D:\dnr\tr\15835\sfx.wav,D:\dnr\tr\15835\speech.wav
D:\dnr\tr\15865\annots.csv,D:\dnr\tr\15865\mix.wav,D:\dnr\tr\15865\music.wav,D:\dnr\tr\15865\sfx.wav,D:\dnr\tr\15865\speech.wav
D:\dnr\tr\15868\annots.csv,D:\dnr\tr\15868\mix.wav,D:\dnr\tr\15868\music.wav,D:\dnr\tr\15868\sfx.wav,D:\dnr\tr\15868\speech.wav
D:\dnr\tr\15869\annots.csv,D:\dnr\tr\15869\mix.wav,D:\dnr\tr\15869\music.wav,D:\dnr\tr\15869\sfx.wav,D:\dnr\tr\15869\speech.wav
D:\dnr\tr\15879\annots.csv,D:\dnr\tr\15879\mix.wav,D:\dnr\tr\15879\music.wav,D:\dnr\tr\15879\sfx.wav,D:\dnr\tr\15879\speech.wav
D:\dnr\tr\15909\annots.csv,D:\dnr\tr\15909\mix.wav,D:\dnr\tr\15909\music.wav,D:\dnr\tr\15909\sfx.wav,D:\dnr\tr\15909\speech.wav
D:\dnr\tr\15952\annots.csv,D:\dnr\tr\15952\mix.wav,D:\dnr\tr\15952\music.wav,D:\dnr\tr\15952\sfx.wav,D:\dnr\tr\15952\speech.wav
D:\dnr\tr\15964\annots.csv,D:\dnr\tr\15964\mix.wav,D:\dnr\tr\15964\music.wav,D:\dnr\tr\15964\sfx.wav,D:\dnr\tr\15964\speech.wav
D:\dnr\tr\15977\annots.csv,D:\dnr\tr\15977\mix.wav,D:\dnr\tr\15977\music.wav,D:\dnr\tr\15977\sfx.wav,D:\dnr\tr\15977\speech.wav
D:\dnr\tr\15996\annots.csv,D:\dnr\tr\15996\mix.wav,D:\dnr\tr\15996\music.wav,D:\dnr\tr\15996\sfx.wav,D:\dnr\tr\15996\speech.wav
D:\dnr\tr\16058\annots.csv,D:\dnr\tr\16058\mix.wav,D:\dnr\tr\16058\music.wav,D:\dnr\tr\16058\sfx.wav,D:\dnr\tr\16058\speech.wav
D:\dnr\tr\16141\annots.csv,D:\dnr\tr\16141\mix.wav,D:\dnr\tr\16141\music.wav,D:\dnr\tr\16141\sfx.wav,D:\dnr\tr\16141\speech.wav
D:\dnr\tr\16149\annots.csv,D:\dnr\tr\16149\mix.wav,D:\dnr\tr\16149\music.wav,D:\dnr\tr\16149\sfx.wav,D:\dnr\tr\16149\speech.wav
D:\dnr\tr\16183\annots.csv,D:\dnr\tr\16183\mix.wav,D:\dnr\tr\16183\music.wav,D:\dnr\tr\16183\sfx.wav,D:\dnr\tr\16183\speech.wav
D:\dnr\tr\16213\annots.csv,D:\dnr\tr\16213\mix.wav,D:\dnr\tr\16213\music.wav,D:\dnr\tr\16213\sfx.wav,D:\dnr\tr\16213\speech.wav
D:\dnr\tr\16247\annots.csv,D:\dnr\tr\16247\mix.wav,D:\dnr\tr\16247\music.wav,D:\dnr\tr\16247\sfx.wav,D:\dnr\tr\16247\speech.wav
D:\dnr\tr\16277\annots.csv,D:\dnr\tr\16277\mix.wav,D:\dnr\tr\16277\music.wav,D:\dnr\tr\16277\sfx.wav,D:\dnr\tr\16277\speech.wav
D:\dnr\tr\1629\annots.csv,D:\dnr\tr\1629\mix.wav,D:\dnr\tr\1629\music.wav,D:\dnr\tr\1629\sfx.wav,D:\dnr\tr\1629\speech.wav
D:\dnr\tr\16297\annots.csv,D:\dnr\tr\16297\mix.wav,D:\dnr\tr\16297\music.wav,D:\dnr\tr\16297\sfx.wav,D:\dnr\tr\16297\speech.wav
D:\dnr\tr\16313\annots.csv,D:\dnr\tr\16313\mix.wav,D:\dnr\tr\16313\music.wav,D:\dnr\tr\16313\sfx.wav,D:\dnr\tr\16313\speech.wav
D:\dnr\tr\16324\annots.csv,D:\dnr\tr\16324\mix.wav,D:\dnr\tr\16324\music.wav,D:\dnr\tr\16324\sfx.wav,D:\dnr\tr\16324\speech.wav
D:\dnr\tr\1633\annots.csv,D:\dnr\tr\1633\mix.wav,D:\dnr\tr\1633\music.wav,D:\dnr\tr\1633\sfx.wav,D:\dnr\tr\1633\speech.wav
D:\dnr\tr\16339\annots.csv,D:\dnr\tr\16339\mix.wav,D:\dnr\tr\16339\music.wav,D:\dnr\tr\16339\sfx.wav,D:\dnr\tr\16339\speech.wav
D:\dnr\tr\16359\annots.csv,D:\dnr\tr\16359\mix.wav,D:\dnr\tr\16359\music.wav,D:\dnr\tr\16359\sfx.wav,D:\dnr\tr\16359\speech.wav
D:\dnr\tr\16362\annots.csv,D:\dnr\tr\16362\mix.wav,D:\dnr\tr\16362\music.wav,D:\dnr\tr\16362\sfx.wav,D:\dnr\tr\16362\speech.wav
D:\dnr\tr\1637\annots.csv,D:\dnr\tr\1637\mix.wav,D:\dnr\tr\1637\music.wav,D:\dnr\tr\1637\sfx.wav,D:\dnr\tr\1637\speech.wav
D:\dnr\tr\1638\annots.csv,D:\dnr\tr\1638\mix.wav,D:\dnr\tr\1638\music.wav,D:\dnr\tr\1638\sfx.wav,D:\dnr\tr\1638\speech.wav
D:\dnr\tr\16398\annots.csv,D:\dnr\tr\16398\mix.wav,D:\dnr\tr\16398\music.wav,D:\dnr\tr\16398\sfx.wav,D:\dnr\tr\16398\speech.wav
D:\dnr\tr\16412\annots.csv,D:\dnr\tr\16412\mix.wav,D:\dnr\tr\16412\music.wav,D:\dnr\tr\16412\sfx.wav,D:\dnr\tr\16412\speech.wav
D:\dnr\tr\16447\annots.csv,D:\dnr\tr\16447\mix.wav,D:\dnr\tr\16447\music.wav,D:\dnr\tr\16447\sfx.wav,D:\dnr\tr\16447\speech.wav
D:\dnr\tr\16480\annots.csv,D:\dnr\tr\16480\mix.wav,D:\dnr\tr\16480\music.wav,D:\dnr\tr\16480\sfx.wav,D:\dnr\tr\16480\speech.wav
D:\dnr\tr\16496\annots.csv,D:\dnr\tr\16496\mix.wav,D:\dnr\tr\16496\music.wav,D:\dnr\tr\16496\sfx.wav,D:\dnr\tr\16496\speech.wav
D:\dnr\tr\16504\annots.csv,D:\dnr\tr\16504\mix.wav,D:\dnr\tr\16504\music.wav,D:\dnr\tr\16504\sfx.wav,D:\dnr\tr\16504\speech.wav
D:\dnr\tr\16509\annots.csv,D:\dnr\tr\16509\mix.wav,D:\dnr\tr\16509\music.wav,D:\dnr\tr\16509\sfx.wav,D:\dnr\tr\16509\speech.wav
D:\dnr\tr\16511\annots.csv,D:\dnr\tr\16511\mix.wav,D:\dnr\tr\16511\music.wav,D:\dnr\tr\16511\sfx.wav,D:\dnr\tr\16511\speech.wav
D:\dnr\tr\16591\annots.csv,D:\dnr\tr\16591\mix.wav,D:\dnr\tr\16591\music.wav,D:\dnr\tr\16591\sfx.wav,D:\dnr\tr\16591\speech.wav
D:\dnr\tr\16614\annots.csv,D:\dnr\tr\16614\mix.wav,D:\dnr\tr\16614\music.wav,D:\dnr\tr\16614\sfx.wav,D:\dnr\tr\16614\speech.wav
D:\dnr\tr\16621\annots.csv,D:\dnr\tr\16621\mix.wav,D:\dnr\tr\16621\music.wav,D:\dnr\tr\16621\sfx.wav,D:\dnr\tr\16621\speech.wav
D:\dnr\tr\16627\annots.csv,D:\dnr\tr\16627\mix.wav,D:\dnr\tr\16627\music.wav,D:\dnr\tr\16627\sfx.wav,D:\dnr\tr\16627\speech.wav
D:\dnr\tr\16632\annots.csv,D:\dnr\tr\16632\mix.wav,D:\dnr\tr\16632\music.wav,D:\dnr\tr\16632\sfx.wav,D:\dnr\tr\16632\speech.wav
D:\dnr\tr\16677\annots.csv,D:\dnr\tr\16677\mix.wav,D:\dnr\tr\16677\music.wav,D:\dnr\tr\16677\sfx.wav,D:\dnr\tr\16677\speech.wav
D:\dnr\tr\16720\annots.csv,D:\dnr\tr\16720\mix.wav,D:\dnr\tr\16720\music.wav,D:\dnr\tr\16720\sfx.wav,D:\dnr\tr\16720\speech.wav
D:\dnr\tr\16727\annots.csv,D:\dnr\tr\16727\mix.wav,D:\dnr\tr\16727\music.wav,D:\dnr\tr\16727\sfx.wav,D:\dnr\tr\16727\speech.wav
D:\dnr\tr\16747\annots.csv,D:\dnr\tr\16747\mix.wav,D:\dnr\tr\16747\music.wav,D:\dnr\tr\16747\sfx.wav,D:\dnr\tr\16747\speech.wav
D:\dnr\tr\16769\annots.csv,D:\dnr\tr\16769\mix.wav,D:\dnr\tr\16769\music.wav,D:\dnr\tr\16769\sfx.wav,D:\dnr\tr\16769\speech.wav
D:\dnr\tr\16783\annots.csv,D:\dnr\tr\16783\mix.wav,D:\dnr\tr\16783\music.wav,D:\dnr\tr\16783\sfx.wav,D:\dnr\tr\16783\speech.wav
D:\dnr\tr\16891\annots.csv,D:\dnr\tr\16891\mix.wav,D:\dnr\tr\16891\music.wav,D:\dnr\tr\16891\sfx.wav,D:\dnr\tr\16891\speech.wav
D:\dnr\tr\16919\annots.csv,D:\dnr\tr\16919\mix.wav,D:\dnr\tr\16919\music.wav,D:\dnr\tr\16919\sfx.wav,D:\dnr\tr\16919\speech.wav
D:\dnr\tr\16928\annots.csv,D:\dnr\tr\16928\mix.wav,D:\dnr\tr\16928\music.wav,D:\dnr\tr\16928\sfx.wav,D:\dnr\tr\16928\speech.wav
D:\dnr\tr\16936\annots.csv,D:\dnr\tr\16936\mix.wav,D:\dnr\tr\16936\music.wav,D:\dnr\tr\16936\sfx.wav,D:\dnr\tr\16936\speech.wav
D:\dnr\tr\16937\annots.csv,D:\dnr\tr\16937\mix.wav,D:\dnr\tr\16937\music.wav,D:\dnr\tr\16937\sfx.wav,D:\dnr\tr\16937\speech.wav
D:\dnr\tr\16955\annots.csv,D:\dnr\tr\16955\mix.wav,D:\dnr\tr\16955\music.wav,D:\dnr\tr\16955\sfx.wav,D:\dnr\tr\16955\speech.wav
D:\dnr\tr\16970\annots.csv,D:\dnr\tr\16970\mix.wav,D:\dnr\tr\16970\music.wav,D:\dnr\tr\16970\sfx.wav,D:\dnr\tr\16970\speech.wav
D:\dnr\tr\17017\annots.csv,D:\dnr\tr\17017\mix.wav,D:\dnr\tr\17017\music.wav,D:\dnr\tr\17017\sfx.wav,D:\dnr\tr\17017\speech.wav
D:\dnr\tr\17034\annots.csv,D:\dnr\tr\17034\mix.wav,D:\dnr\tr\17034\music.wav,D:\dnr\tr\17034\sfx.wav,D:\dnr\tr\17034\speech.wav
D:\dnr\tr\17038\annots.csv,D:\dnr\tr\17038\mix.wav,D:\dnr\tr\17038\music.wav,D:\dnr\tr\17038\sfx.wav,D:\dnr\tr\17038\speech.wav
D:\dnr\tr\17046\annots.csv,D:\dnr\tr\17046\mix.wav,D:\dnr\tr\17046\music.wav,D:\dnr\tr\17046\sfx.wav,D:\dnr\tr\17046\speech.wav
D:\dnr\tr\17077\annots.csv,D:\dnr\tr\17077\mix.wav,D:\dnr\tr\17077\music.wav,D:\dnr\tr\17077\sfx.wav,D:\dnr\tr\17077\speech.wav
D:\dnr\tr\17119\annots.csv,D:\dnr\tr\17119\mix.wav,D:\dnr\tr\17119\music.wav,D:\dnr\tr\17119\sfx.wav,D:\dnr\tr\17119\speech.wav
D:\dnr\tr\17132\annots.csv,D:\dnr\tr\17132\mix.wav,D:\dnr\tr\17132\music.wav,D:\dnr\tr\17132\sfx.wav,D:\dnr\tr\17132\speech.wav
D:\dnr\tr\17168\annots.csv,D:\dnr\tr\17168\mix.wav,D:\dnr\tr\17168\music.wav,D:\dnr\tr\17168\sfx.wav,D:\dnr\tr\17168\speech.wav
D:\dnr\tr\1717\annots.csv,D:\dnr\tr\1717\mix.wav,D:\dnr\tr\1717\music.wav,D:\dnr\tr\1717\sfx.wav,D:\dnr\tr\1717\speech.wav
D:\dnr\tr\17207\annots.csv,D:\dnr\tr\17207\mix.wav,D:\dnr\tr\17207\music.wav,D:\dnr\tr\17207\sfx.wav,D:\dnr\tr\17207\speech.wav
D:\dnr\tr\1723\annots.csv,D:\dnr\tr\1723\mix.wav,D:\dnr\tr\1723\music.wav,D:\dnr\tr\1723\sfx.wav,D:\dnr\tr\1723\speech.wav
D:\dnr\tr\17253\annots.csv,D:\dnr\tr\17253\mix.wav,D:\dnr\tr\17253\music.wav,D:\dnr\tr\17253\sfx.wav,D:\dnr\tr\17253\speech.wav
D:\dnr\tr\17261\annots.csv,D:\dnr\tr\17261\mix.wav,D:\dnr\tr\17261\music.wav,D:\dnr\tr\17261\sfx.wav,D:\dnr\tr\17261\speech.wav
D:\dnr\tr\17262\annots.csv,D:\dnr\tr\17262\mix.wav,D:\dnr\tr\17262\music.wav,D:\dnr\tr\17262\sfx.wav,D:\dnr\tr\17262\speech.wav
D:\dnr\tr\1732\annots.csv,D:\dnr\tr\1732\mix.wav,D:\dnr\tr\1732\music.wav,D:\dnr\tr\1732\sfx.wav,D:\dnr\tr\1732\speech.wav
D:\dnr\tr\17329\annots.csv,D:\dnr\tr\17329\mix.wav,D:\dnr\tr\17329\music.wav,D:\dnr\tr\17329\sfx.wav,D:\dnr\tr\17329\speech.wav
D:\dnr\tr\17349\annots.csv,D:\dnr\tr\17349\mix.wav,D:\dnr\tr\17349\music.wav,D:\dnr\tr\17349\sfx.wav,D:\dnr\tr\17349\speech.wav
D:\dnr\tr\17352\annots.csv,D:\dnr\tr\17352\mix.wav,D:\dnr\tr\17352\music.wav,D:\dnr\tr\17352\sfx.wav,D:\dnr\tr\17352\speech.wav
D:\dnr\tr\17364\annots.csv,D:\dnr\tr\17364\mix.wav,D:\dnr\tr\17364\music.wav,D:\dnr\tr\17364\sfx.wav,D:\dnr\tr\17364\speech.wav
D:\dnr\tr\17365\annots.csv,D:\dnr\tr\17365\mix.wav,D:\dnr\tr\17365\music.wav,D:\dnr\tr\17365\sfx.wav,D:\dnr\tr\17365\speech.wav
D:\dnr\tr\17428\annots.csv,D:\dnr\tr\17428\mix.wav,D:\dnr\tr\17428\music.wav,D:\dnr\tr\17428\sfx.wav,D:\dnr\tr\17428\speech.wav
D:\dnr\tr\17444\annots.csv,D:\dnr\tr\17444\mix.wav,D:\dnr\tr\17444\music.wav,D:\dnr\tr\17444\sfx.wav,D:\dnr\tr\17444\speech.wav
D:\dnr\tr\17449\annots.csv,D:\dnr\tr\17449\mix.wav,D:\dnr\tr\17449\music.wav,D:\dnr\tr\17449\sfx.wav,D:\dnr\tr\17449\speech.wav
D:\dnr\tr\1746\annots.csv,D:\dnr\tr\1746\mix.wav,D:\dnr\tr\1746\music.wav,D:\dnr\tr\1746\sfx.wav,D:\dnr\tr\1746\speech.wav
D:\dnr\tr\17487\annots.csv,D:\dnr\tr\17487\mix.wav,D:\dnr\tr\17487\music.wav,D:\dnr\tr\17487\sfx.wav,D:\dnr\tr\17487\speech.wav
D:\dnr\tr\17504\annots.csv,D:\dnr\tr\17504\mix.wav,D:\dnr\tr\17504\music.wav,D:\dnr\tr\17504\sfx.wav,D:\dnr\tr\17504\speech.wav
D:\dnr\tr\17533\annots.csv,D:\dnr\tr\17533\mix.wav,D:\dnr\tr\17533\music.wav,D:\dnr\tr\17533\sfx.wav,D:\dnr\tr\17533\speech.wav
D:\dnr\tr\17599\annots.csv,D:\dnr\tr\17599\mix.wav,D:\dnr\tr\17599\music.wav,D:\dnr\tr\17599\sfx.wav,D:\dnr\tr\17599\speech.wav
D:\dnr\tr\17644\annots.csv,D:\dnr\tr\17644\mix.wav,D:\dnr\tr\17644\music.wav,D:\dnr\tr\17644\sfx.wav,D:\dnr\tr\17644\speech.wav
D:\dnr\tr\17676\annots.csv,D:\dnr\tr\17676\mix.wav,D:\dnr\tr\17676\music.wav,D:\dnr\tr\17676\sfx.wav,D:\dnr\tr\17676\speech.wav
D:\dnr\tr\17694\annots.csv,D:\dnr\tr\17694\mix.wav,D:\dnr\tr\17694\music.wav,D:\dnr\tr\17694\sfx.wav,D:\dnr\tr\17694\speech.wav
D:\dnr\tr\17707\annots.csv,D:\dnr\tr\17707\mix.wav,D:\dnr\tr\17707\music.wav,D:\dnr\tr\17707\sfx.wav,D:\dnr\tr\17707\speech.wav
D:\dnr\tr\17730\annots.csv,D:\dnr\tr\17730\mix.wav,D:\dnr\tr\17730\music.wav,D:\dnr\tr\17730\sfx.wav,D:\dnr\tr\17730\speech.wav
D:\dnr\tr\17745\annots.csv,D:\dnr\tr\17745\mix.wav,D:\dnr\tr\17745\music.wav,D:\dnr\tr\17745\sfx.wav,D:\dnr\tr\17745\speech.wav
D:\dnr\tr\17752\annots.csv,D:\dnr\tr\17752\mix.wav,D:\dnr\tr\17752\music.wav,D:\dnr\tr\17752\sfx.wav,D:\dnr\tr\17752\speech.wav
D:\dnr\tr\17761\annots.csv,D:\dnr\tr\17761\mix.wav,D:\dnr\tr\17761\music.wav,D:\dnr\tr\17761\sfx.wav,D:\dnr\tr\17761\speech.wav
D:\dnr\tr\17774\annots.csv,D:\dnr\tr\17774\mix.wav,D:\dnr\tr\17774\music.wav,D:\dnr\tr\17774\sfx.wav,D:\dnr\tr\17774\speech.wav
